,pathname,class,mode
1214,/asl_dataset/h/hand2_h_top_seg_1_cropped.jpeg,h,train
1079,/asl_dataset/f/hand5_f_dif_seg_1_cropped.jpeg,f,train
182,/asl_dataset/9/hand2_9_right_seg_1_cropped.jpeg,9,train
2000,/asl_dataset/b/hand2_b_top_seg_5_cropped.jpeg,b,train
663,/asl_dataset/z/hand3_z_dif_seg_2_cropped.jpeg,z,train
6,/asl_dataset/r/hand1_r_dif_seg_2_cropped.jpeg,r,train
1216,/asl_dataset/h/hand3_h_dif_seg_5_cropped.jpeg,h,train
1742,/asl_dataset/4/hand2_4_left_seg_1_cropped.jpeg,4,train
2285,/asl_dataset/y/hand1_y_right_seg_5_cropped.jpeg,y,train
137,/asl_dataset/u/hand2_u_bot_seg_1_cropped.jpeg,u,train
625,/asl_dataset/6/hand2_6_bot_seg_4_cropped.jpeg,6,train
827,/asl_dataset/8/hand2_8_top_seg_2_cropped.jpeg,8,train
1546,/asl_dataset/v/hand2_v_left_seg_4_cropped.jpeg,v,train
352,/asl_dataset/i/hand1_i_left_seg_4_cropped.jpeg,i,train
2392,/asl_dataset/p/hand5_p_dif_seg_2_cropped.jpeg,p,train
2101,/asl_dataset/l/hand1_l_top_seg_2_cropped.jpeg,l,train
24,/asl_dataset/r/hand1_r_right_seg_3_cropped.jpeg,r,train
2302,/asl_dataset/y/hand2_y_dif_seg_4_cropped.jpeg,y,train
1148,/asl_dataset/o/hand3_o_dif_seg_3_cropped.jpeg,o,train
117,/asl_dataset/u/hand2_u_dif_seg_5_cropped.jpeg,u,train
1094,/asl_dataset/f/hand2_f_bot_seg_2_cropped.jpeg,f,train
1432,/asl_dataset/c/hand1_c_top_seg_3_cropped.jpeg,c,train
2053,/asl_dataset/k/hand2_k_left_seg_2_cropped.jpeg,k,train
2298,/asl_dataset/y/hand1_y_right_seg_4_cropped.jpeg,y,train
631,/asl_dataset/z/hand1_z_bot_seg_1_cropped.jpeg,z,train
1853,/asl_dataset/3/hand2_3_bot_seg_5_cropped.jpeg,3,train
2225,/asl_dataset/2/hand4_2_bot_seg_1_cropped.jpeg,2,train
1825,/asl_dataset/3/hand1_3_bot_seg_3_cropped.jpeg,3,train
619,/asl_dataset/6/hand1_6_dif_seg_5_cropped.jpeg,6,train
2069,/asl_dataset/k/hand1_k_dif_seg_3_cropped.jpeg,k,train
1493,/asl_dataset/d/hand1_d_bot_seg_5_cropped.jpeg,d,train
868,/asl_dataset/t/hand1_t_right_seg_1_cropped.jpeg,t,train
844,/asl_dataset/t/hand2_t_right_seg_3_cropped.jpeg,t,train
1318,/asl_dataset/m/hand2_m_top_seg_4_cropped.jpeg,m,train
716,/asl_dataset/1/hand5_1_dif_seg_1_cropped.jpeg,1,train
794,/asl_dataset/8/hand2_8_dif_seg_4_cropped.jpeg,8,train
665,/asl_dataset/z/hand3_z_dif_seg_5_cropped.jpeg,z,train
704,/asl_dataset/1/hand3_1_dif_seg_4_cropped.jpeg,1,train
770,/asl_dataset/8/hand2_8_right_seg_4_cropped.jpeg,8,train
1390,/asl_dataset/j/hand2_j_bot_seg_5_cropped.jpeg,j,train
1695,/asl_dataset/4/hand2_4_right_seg_5_cropped.jpeg,4,train
1778,/asl_dataset/x/hand1_x_right_seg_3_cropped.jpeg,x,train
312,/asl_dataset/7/hand3_7_dif_seg_4_cropped.jpeg,7,train
1240,/asl_dataset/h/hand1_h_dif_seg_3_cropped.jpeg,h,train
2170,/asl_dataset/2/hand3_2_dif_seg_2_cropped.jpeg,2,train
2165,/asl_dataset/2/hand1_2_dif_seg_1_cropped.jpeg,2,train
1577,/asl_dataset/v/hand1_v_left_seg_4_cropped.jpeg,v,train
1118,/asl_dataset/o/hand5_o_bot_seg_2_cropped.jpeg,o,train
1185,/asl_dataset/h/hand2_h_left_seg_4_cropped.jpeg,h,train
1196,/asl_dataset/h/hand2_h_dif_seg_4_cropped.jpeg,h,train
718,/asl_dataset/1/hand2_1_dif_seg_5_cropped.jpeg,1,train
771,/asl_dataset/8/hand4_8_bot_seg_4_cropped.jpeg,8,train
351,/asl_dataset/i/hand3_i_dif_seg_3_cropped.jpeg,i,train
1796,/asl_dataset/x/hand5_x_bot_seg_4_cropped.jpeg,x,train
721,/asl_dataset/1/hand1_1_bot_seg_4_cropped.jpeg,1,train
2378,/asl_dataset/p/hand5_p_bot_seg_1_cropped.jpeg,p,train
1181,/asl_dataset/o/hand1_o_left_seg_4_cropped.jpeg,o,train
195,/asl_dataset/9/hand1_9_dif_seg_2_cropped.jpeg,9,train
1768,/asl_dataset/x/hand1_x_dif_seg_4_cropped.jpeg,x,train
1081,/asl_dataset/f/hand3_f_dif_seg_2_cropped.jpeg,f,train
1468,/asl_dataset/d/hand2_d_right_seg_3_cropped.jpeg,d,train
630,/asl_dataset/z/hand2_z_right_seg_1_cropped.jpeg,z,train
806,/asl_dataset/8/hand2_8_dif_seg_2_cropped.jpeg,8,train
1011,/asl_dataset/a/hand1_a_left_seg_2_cropped.jpeg,a,train
2269,/asl_dataset/y/hand4_y_bot_seg_2_cropped.jpeg,y,train
102,/asl_dataset/u/hand1_u_bot_seg_2_cropped.jpeg,u,train
2386,/asl_dataset/p/hand2_p_bot_seg_4_cropped.jpeg,p,train
1716,/asl_dataset/4/hand1_4_dif_seg_3_cropped.jpeg,4,train
2440,/asl_dataset/p/hand1_p_top_seg_2_cropped.jpeg,p,train
740,/asl_dataset/1/hand2_1_left_seg_3_cropped.jpeg,1,train
324,/asl_dataset/7/hand2_7_bot_seg_3_cropped.jpeg,7,train
2059,/asl_dataset/k/hand1_k_dif_seg_1_cropped.jpeg,k,train
101,/asl_dataset/u/hand2_u_dif_seg_1_cropped.jpeg,u,train
186,/asl_dataset/9/hand1_9_dif_seg_3_cropped.jpeg,9,train
237,/asl_dataset/0/hand1_0_dif_seg_1_cropped.jpeg,0,train
1597,/asl_dataset/v/hand3_v_dif_seg_5_cropped.jpeg,v,train
1533,/asl_dataset/d/hand2_d_bot_seg_4_cropped.jpeg,d,train
958,/asl_dataset/s/hand1_s_right_seg_1_cropped.jpeg,s,train
2248,/asl_dataset/y/hand1_y_dif_seg_4_cropped.jpeg,y,train
7,/asl_dataset/r/hand1_r_dif_seg_5_cropped.jpeg,r,train
2401,/asl_dataset/p/hand1_p_right_seg_1_cropped.jpeg,p,train
2212,/asl_dataset/2/hand5_2_dif_seg_5_cropped.jpeg,2,train
2084,/asl_dataset/k/hand1_k_dif_seg_2_cropped.jpeg,k,train
2448,/asl_dataset/w/hand5_w_bot_seg_1_cropped.jpeg,w,train
229,/asl_dataset/0/hand1_0_bot_seg_4_cropped.jpeg,0,train
968,/asl_dataset/s/hand5_s_bot_seg_5_cropped.jpeg,s,train
1591,/asl_dataset/v/hand2_v_right_seg_5_cropped.jpeg,v,train
804,/asl_dataset/8/hand2_8_left_seg_3_cropped.jpeg,8,train
1554,/asl_dataset/v/hand2_v_left_seg_5_cropped.jpeg,v,train
58,/asl_dataset/r/hand2_r_left_seg_1_cropped.jpeg,r,train
384,/asl_dataset/i/hand1_i_top_seg_3_cropped.jpeg,i,train
2180,/asl_dataset/2/hand1_2_top_seg_4_cropped.jpeg,2,train
1031,/asl_dataset/a/hand1_a_dif_seg_2_cropped.jpeg,a,train
2129,/asl_dataset/l/hand3_l_dif_seg_5_cropped.jpeg,l,train
2150,/asl_dataset/l/hand1_l_dif_seg_5_cropped.jpeg,l,train
1530,/asl_dataset/d/hand3_d_dif_seg_1_cropped.jpeg,d,train
1623,/asl_dataset/q/hand2_q_bot_seg_4_cropped.jpeg,q,train
1007,/asl_dataset/a/hand1_a_dif_seg_1_cropped.jpeg,a,train
697,/asl_dataset/z/hand5_z_bot_seg_3_cropped.jpeg,z,train
1683,/asl_dataset/4/hand2_4_dif_seg_5_cropped.jpeg,4,train
30,/asl_dataset/r/hand1_r_left_seg_1_cropped.jpeg,r,train
48,/asl_dataset/r/hand1_r_top_seg_2_cropped.jpeg,r,train
1616,/asl_dataset/q/hand1_q_dif_seg_5_cropped.jpeg,q,train
104,/asl_dataset/u/hand2_u_left_seg_1_cropped.jpeg,u,train
1966,/asl_dataset/b/hand1_b_left_seg_3_cropped.jpeg,b,train
177,/asl_dataset/9/hand1_9_dif_seg_1_cropped.jpeg,9,train
1900,/asl_dataset/e/hand1_e_top_seg_5_cropped.jpeg,e,train
2441,/asl_dataset/p/hand2_p_left_seg_3_cropped.jpeg,p,train
1128,/asl_dataset/o/hand1_o_bot_seg_4_cropped.jpeg,o,train
1383,/asl_dataset/j/hand5_j_dif_seg_4_cropped.jpeg,j,train
1294,/asl_dataset/m/hand2_m_left_seg_4_cropped.jpeg,m,train
1373,/asl_dataset/j/hand2_j_left_seg_4_cropped.jpeg,j,train
36,/asl_dataset/r/hand1_r_bot_seg_2_cropped.jpeg,r,train
2328,/asl_dataset/5/hand5_5_bot_seg_5_cropped.jpeg,5,train
238,/asl_dataset/0/hand3_0_dif_seg_5_cropped.jpeg,0,train
1353,/asl_dataset/j/hand1_j_top_seg_2_cropped.jpeg,j,train
831,/asl_dataset/8/hand1_8_left_seg_2_cropped.jpeg,8,train
305,/asl_dataset/7/hand5_7_dif_seg_1_cropped.jpeg,7,train
1006,/asl_dataset/a/hand2_a_right_seg_3_cropped.jpeg,a,train
907,/asl_dataset/s/hand1_s_right_seg_2_cropped.jpeg,s,train
692,/asl_dataset/z/hand1_z_left_seg_5_cropped.jpeg,z,train
840,/asl_dataset/t/hand1_t_top_seg_1_cropped.jpeg,t,train
1381,/asl_dataset/j/hand2_j_bot_seg_3_cropped.jpeg,j,train
829,/asl_dataset/8/hand4_8_bot_seg_1_cropped.jpeg,8,train
2358,/asl_dataset/5/hand5_5_dif_seg_5_cropped.jpeg,5,train
1580,/asl_dataset/v/hand2_v_dif_seg_4_cropped.jpeg,v,train
1027,/asl_dataset/a/hand2_a_top_seg_5_cropped.jpeg,a,train
1414,/asl_dataset/c/hand1_c_dif_seg_1_cropped.jpeg,c,train
1995,/asl_dataset/b/hand1_b_right_seg_1_cropped.jpeg,b,train
969,/asl_dataset/s/hand1_s_top_seg_3_cropped.jpeg,s,train
524,/asl_dataset/g/hand5_g_bot_seg_4_cropped.jpeg,g,train
833,/asl_dataset/8/hand1_8_left_seg_5_cropped.jpeg,8,train
643,/asl_dataset/z/hand5_z_dif_seg_2_cropped.jpeg,z,train
1086,/asl_dataset/f/hand1_f_dif_seg_3_cropped.jpeg,f,train
678,/asl_dataset/z/hand5_z_bot_seg_2_cropped.jpeg,z,train
611,/asl_dataset/6/hand5_6_dif_seg_3_cropped.jpeg,6,train
327,/asl_dataset/7/hand2_7_left_seg_1_cropped.jpeg,7,train
2146,/asl_dataset/l/hand5_l_dif_seg_5_cropped.jpeg,l,train
1836,/asl_dataset/3/hand2_3_right_seg_1_cropped.jpeg,3,train
1155,/asl_dataset/o/hand3_o_dif_seg_1_cropped.jpeg,o,train
2134,/asl_dataset/l/hand1_l_right_seg_5_cropped.jpeg,l,train
1407,/asl_dataset/c/hand2_c_top_seg_1_cropped.jpeg,c,train
728,/asl_dataset/1/hand2_1_dif_seg_3_cropped.jpeg,1,train
1421,/asl_dataset/c/hand1_c_top_seg_5_cropped.jpeg,c,train
323,/asl_dataset/7/hand2_7_bot_seg_4_cropped.jpeg,7,train
585,/asl_dataset/6/hand2_6_dif_seg_5_cropped.jpeg,6,train
1808,/asl_dataset/x/hand4_x_bot_seg_3_cropped.jpeg,x,train
2271,/asl_dataset/y/hand2_y_bot_seg_1_cropped.jpeg,y,train
2096,/asl_dataset/l/hand2_l_left_seg_2_cropped.jpeg,l,train
943,/asl_dataset/s/hand2_s_bot_seg_1_cropped.jpeg,s,train
1769,/asl_dataset/x/hand1_x_left_seg_2_cropped.jpeg,x,train
1950,/asl_dataset/e/hand2_e_left_seg_5_cropped.jpeg,e,train
1845,/asl_dataset/3/hand3_3_dif_seg_2_cropped.jpeg,3,train
1133,/asl_dataset/o/hand5_o_bot_seg_3_cropped.jpeg,o,train
661,/asl_dataset/z/hand5_z_dif_seg_3_cropped.jpeg,z,train
991,/asl_dataset/a/hand1_a_right_seg_1_cropped.jpeg,a,train
225,/asl_dataset/0/hand5_0_bot_seg_3_cropped.jpeg,0,train
2257,/asl_dataset/y/hand5_y_dif_seg_2_cropped.jpeg,y,train
1313,/asl_dataset/m/hand5_m_dif_seg_2_cropped.jpeg,m,train
2296,/asl_dataset/y/hand5_y_bot_seg_5_cropped.jpeg,y,train
1989,/asl_dataset/b/hand2_b_bot_seg_1_cropped.jpeg,b,train
1073,/asl_dataset/f/hand3_f_dif_seg_3_cropped.jpeg,f,train
1030,/asl_dataset/a/hand1_a_left_seg_1_cropped.jpeg,a,train
1122,/asl_dataset/o/hand1_o_right_seg_3_cropped.jpeg,o,train
1137,/asl_dataset/o/hand3_o_dif_seg_2_cropped.jpeg,o,train
1326,/asl_dataset/j/hand4_j_bot_seg_4_cropped.jpeg,j,train
1765,/asl_dataset/x/hand5_x_dif_seg_4_cropped.jpeg,x,train
1544,/asl_dataset/v/hand1_v_dif_seg_4_cropped.jpeg,v,train
1259,/asl_dataset/m/hand3_m_dif_seg_2_cropped.jpeg,m,train
2002,/asl_dataset/b/hand2_b_left_seg_4_cropped.jpeg,b,train
2161,/asl_dataset/l/hand2_l_dif_seg_1_cropped.jpeg,l,train
760,/asl_dataset/1/hand2_1_bot_seg_3_cropped.jpeg,1,train
1730,/asl_dataset/4/hand3_4_dif_seg_1_cropped.jpeg,4,train
2184,/asl_dataset/2/hand1_2_bot_seg_2_cropped.jpeg,2,train
1743,/asl_dataset/4/hand1_4_bot_seg_1_cropped.jpeg,4,train
400,/asl_dataset/i/hand2_i_top_seg_3_cropped.jpeg,i,train
297,/asl_dataset/7/hand5_7_bot_seg_3_cropped.jpeg,7,train
441,/asl_dataset/n/hand2_n_dif_seg_2_cropped.jpeg,n,train
1283,/asl_dataset/m/hand2_m_dif_seg_5_cropped.jpeg,m,train
357,/asl_dataset/i/hand3_i_dif_seg_2_cropped.jpeg,i,train
2185,/asl_dataset/2/hand1_2_right_seg_2_cropped.jpeg,2,train
139,/asl_dataset/u/hand1_u_left_seg_2_cropped.jpeg,u,train
15,/asl_dataset/r/hand2_r_top_seg_3_cropped.jpeg,r,train
2384,/asl_dataset/p/hand1_p_left_seg_3_cropped.jpeg,p,train
2492,/asl_dataset/w/hand2_w_right_seg_2_cropped.jpeg,w,train
1618,/asl_dataset/q/hand5_q_dif_seg_5_cropped.jpeg,q,train
2419,/asl_dataset/p/hand3_p_dif_seg_4_cropped.jpeg,p,train
32,/asl_dataset/r/hand1_r_left_seg_3_cropped.jpeg,r,train
1174,/asl_dataset/o/hand5_o_dif_seg_3_cropped.jpeg,o,train
511,/asl_dataset/g/hand2_g_dif_seg_3_cropped.jpeg,g,train
1228,/asl_dataset/h/hand1_h_right_seg_5_cropped.jpeg,h,train
337,/asl_dataset/7/hand5_7_dif_seg_4_cropped.jpeg,7,train
353,/asl_dataset/i/hand1_i_left_seg_3_cropped.jpeg,i,train
1272,/asl_dataset/m/hand2_m_right_seg_5_cropped.jpeg,m,train
2213,/asl_dataset/2/hand2_2_right_seg_3_cropped.jpeg,2,train
109,/asl_dataset/u/hand2_u_dif_seg_3_cropped.jpeg,u,train
594,/asl_dataset/6/hand2_6_dif_seg_4_cropped.jpeg,6,train
645,/asl_dataset/z/hand1_z_right_seg_3_cropped.jpeg,z,train
2051,/asl_dataset/k/hand4_k_bot_seg_5_cropped.jpeg,k,train
2164,/asl_dataset/l/hand5_l_bot_seg_1_cropped.jpeg,l,train
1733,/asl_dataset/4/hand1_4_left_seg_4_cropped.jpeg,4,train
68,/asl_dataset/r/hand4_r_bot_seg_5_cropped.jpeg,r,train
558,/asl_dataset/g/hand1_g_dif_seg_3_cropped.jpeg,g,train
1515,/asl_dataset/d/hand1_d_left_seg_4_cropped.jpeg,d,train
1640,/asl_dataset/q/hand1_q_top_seg_5_cropped.jpeg,q,train
160,/asl_dataset/9/hand2_9_right_seg_2_cropped.jpeg,9,train
1970,/asl_dataset/b/hand1_b_top_seg_2_cropped.jpeg,b,train
2438,/asl_dataset/p/hand1_p_bot_seg_4_cropped.jpeg,p,train
517,/asl_dataset/g/hand1_g_top_seg_4_cropped.jpeg,g,train
1291,/asl_dataset/m/hand1_m_bot_seg_3_cropped.jpeg,m,train
1497,/asl_dataset/d/hand1_d_top_seg_4_cropped.jpeg,d,train
138,/asl_dataset/u/hand1_u_left_seg_5_cropped.jpeg,u,train
2499,/asl_dataset/w/hand5_w_bot_seg_5_cropped.jpeg,w,train
1811,/asl_dataset/x/hand2_x_bot_seg_1_cropped.jpeg,x,train
302,/asl_dataset/7/hand3_7_dif_seg_5_cropped.jpeg,7,train
981,/asl_dataset/a/hand5_a_bot_seg_3_cropped.jpeg,a,train
2149,/asl_dataset/l/hand1_l_right_seg_3_cropped.jpeg,l,train
1147,/asl_dataset/o/hand3_o_dif_seg_4_cropped.jpeg,o,train
1909,/asl_dataset/e/hand1_e_left_seg_5_cropped.jpeg,e,train
203,/asl_dataset/9/hand1_9_top_seg_1_cropped.jpeg,9,train
2005,/asl_dataset/b/hand4_b_bot_seg_1_cropped.jpeg,b,train
776,/asl_dataset/8/hand2_8_top_seg_1_cropped.jpeg,8,train
1157,/asl_dataset/o/hand2_o_top_seg_5_cropped.jpeg,o,train
499,/asl_dataset/g/hand1_g_dif_seg_1_cropped.jpeg,g,train
2086,/asl_dataset/k/hand2_k_dif_seg_1_cropped.jpeg,k,train
2408,/asl_dataset/p/hand3_p_dif_seg_2_cropped.jpeg,p,train
1513,/asl_dataset/d/hand5_d_dif_seg_4_cropped.jpeg,d,train
1826,/asl_dataset/3/hand1_3_right_seg_2_cropped.jpeg,3,train
2494,/asl_dataset/w/hand2_w_bot_seg_1_cropped.jpeg,w,train
434,/asl_dataset/n/hand1_n_top_seg_5_cropped.jpeg,n,train
2037,/asl_dataset/k/hand1_k_left_seg_1_cropped.jpeg,k,train
174,/asl_dataset/9/hand1_9_left_seg_4_cropped.jpeg,9,train
875,/asl_dataset/t/hand1_t_right_seg_4_cropped.jpeg,t,train
307,/asl_dataset/7/hand2_7_left_seg_5_cropped.jpeg,7,train
674,/asl_dataset/z/hand4_z_bot_seg_2_cropped.jpeg,z,train
2193,/asl_dataset/2/hand1_2_right_seg_4_cropped.jpeg,2,train
720,/asl_dataset/1/hand2_1_right_seg_2_cropped.jpeg,1,train
1402,/asl_dataset/c/hand4_c_bot_seg_2_cropped.jpeg,c,train
789,/asl_dataset/8/hand1_8_top_seg_4_cropped.jpeg,8,train
179,/asl_dataset/9/hand2_9_bot_seg_5_cropped.jpeg,9,train
378,/asl_dataset/i/hand2_i_right_seg_3_cropped.jpeg,i,train
317,/asl_dataset/7/hand2_7_left_seg_3_cropped.jpeg,7,train
862,/asl_dataset/t/hand3_t_dif_seg_1_cropped.jpeg,t,train
1925,/asl_dataset/e/hand2_e_top_seg_5_cropped.jpeg,e,train
1335,/asl_dataset/j/hand2_j_right_seg_1_cropped.jpeg,j,train
288,/asl_dataset/7/hand5_7_bot_seg_5_cropped.jpeg,7,train
1336,/asl_dataset/j/hand3_j_dif_seg_3_cropped.jpeg,j,train
1186,/asl_dataset/h/hand5_h_bot_seg_2_cropped.jpeg,h,train
2012,/asl_dataset/b/hand2_b_top_seg_4_cropped.jpeg,b,train
701,/asl_dataset/1/hand1_1_left_seg_2_cropped.jpeg,1,train
2388,/asl_dataset/p/hand2_p_top_seg_5_cropped.jpeg,p,train
1261,/asl_dataset/m/hand4_m_bot_seg_4_cropped.jpeg,m,train
89,/asl_dataset/u/hand2_u_top_seg_3_cropped.jpeg,u,train
686,/asl_dataset/z/hand2_z_right_seg_5_cropped.jpeg,z,train
1987,/asl_dataset/b/hand1_b_right_seg_3_cropped.jpeg,b,train
2028,/asl_dataset/k/hand1_k_right_seg_4_cropped.jpeg,k,train
409,/asl_dataset/i/hand2_i_top_seg_2_cropped.jpeg,i,train
1023,/asl_dataset/a/hand2_a_bot_seg_3_cropped.jpeg,a,train
509,/asl_dataset/g/hand4_g_bot_seg_2_cropped.jpeg,g,train
1057,/asl_dataset/f/hand5_f_bot_seg_5_cropped.jpeg,f,train
1331,/asl_dataset/j/hand3_j_dif_seg_2_cropped.jpeg,j,train
1207,/asl_dataset/h/hand2_h_dif_seg_5_cropped.jpeg,h,train
737,/asl_dataset/1/hand2_1_left_seg_1_cropped.jpeg,1,train
43,/asl_dataset/r/hand1_r_left_seg_5_cropped.jpeg,r,train
2503,/asl_dataset/w/hand1_w_bot_seg_2_cropped.jpeg,w,train
207,/asl_dataset/9/hand1_9_right_seg_2_cropped.jpeg,9,train
1664,/asl_dataset/q/hand5_q_dif_seg_1_cropped.jpeg,q,train
31,/asl_dataset/r/hand1_r_top_seg_1_cropped.jpeg,r,train
1439,/asl_dataset/c/hand2_c_right_seg_4_cropped.jpeg,c,train
1053,/asl_dataset/f/hand2_f_dif_seg_5_cropped.jpeg,f,train
2045,/asl_dataset/k/hand1_k_bot_seg_2_cropped.jpeg,k,train
1697,/asl_dataset/4/hand2_4_dif_seg_3_cropped.jpeg,4,train
1603,/asl_dataset/v/hand1_v_dif_seg_1_cropped.jpeg,v,train
714,/asl_dataset/1/hand1_1_dif_seg_1_cropped.jpeg,1,train
454,/asl_dataset/n/hand1_n_left_seg_5_cropped.jpeg,n,train
1323,/asl_dataset/m/hand4_m_bot_seg_1_cropped.jpeg,m,train
705,/asl_dataset/1/hand4_1_bot_seg_2_cropped.jpeg,1,train
1679,/asl_dataset/4/hand1_4_bot_seg_4_cropped.jpeg,4,train
886,/asl_dataset/t/hand1_t_right_seg_5_cropped.jpeg,t,train
304,/asl_dataset/7/hand2_7_top_seg_1_cropped.jpeg,7,train
1357,/asl_dataset/j/hand2_j_dif_seg_2_cropped.jpeg,j,train
995,/asl_dataset/a/hand3_a_dif_seg_3_cropped.jpeg,a,train
1854,/asl_dataset/3/hand2_3_bot_seg_2_cropped.jpeg,3,train
275,/asl_dataset/0/hand5_0_bot_seg_1_cropped.jpeg,0,train
1127,/asl_dataset/o/hand2_o_dif_seg_2_cropped.jpeg,o,train
698,/asl_dataset/z/hand1_z_top_seg_5_cropped.jpeg,z,train
1309,/asl_dataset/m/hand2_m_bot_seg_3_cropped.jpeg,m,train
1713,/asl_dataset/4/hand5_4_dif_seg_4_cropped.jpeg,4,train
1915,/asl_dataset/e/hand3_e_dif_seg_3_cropped.jpeg,e,train
76,/asl_dataset/u/hand3_u_dif_seg_1_cropped.jpeg,u,train
1338,/asl_dataset/j/hand2_j_bot_seg_1_cropped.jpeg,j,train
947,/asl_dataset/s/hand2_s_left_seg_5_cropped.jpeg,s,train
1822,/asl_dataset/3/hand1_3_top_seg_5_cropped.jpeg,3,train
368,/asl_dataset/i/hand2_i_dif_seg_2_cropped.jpeg,i,train
1816,/asl_dataset/3/hand2_3_dif_seg_2_cropped.jpeg,3,train
2125,/asl_dataset/l/hand4_l_bot_seg_4_cropped.jpeg,l,train
2437,/asl_dataset/p/hand1_p_bot_seg_3_cropped.jpeg,p,train
1317,/asl_dataset/m/hand1_m_right_seg_5_cropped.jpeg,m,train
1956,/asl_dataset/b/hand1_b_top_seg_3_cropped.jpeg,b,train
228,/asl_dataset/0/hand1_0_bot_seg_3_cropped.jpeg,0,train
1367,/asl_dataset/j/hand1_j_top_seg_1_cropped.jpeg,j,train
349,/asl_dataset/7/hand1_7_top_seg_1_cropped.jpeg,7,train
2121,/asl_dataset/l/hand1_l_right_seg_1_cropped.jpeg,l,train
1648,/asl_dataset/q/hand5_q_bot_seg_5_cropped.jpeg,q,train
758,/asl_dataset/1/hand5_1_dif_seg_4_cropped.jpeg,1,train
397,/asl_dataset/i/hand2_i_bot_seg_5_cropped.jpeg,i,train
1123,/asl_dataset/o/hand1_o_bot_seg_2_cropped.jpeg,o,train
1392,/asl_dataset/j/hand2_j_right_seg_5_cropped.jpeg,j,train
2273,/asl_dataset/y/hand3_y_dif_seg_4_cropped.jpeg,y,train
938,/asl_dataset/s/hand2_s_left_seg_3_cropped.jpeg,s,train
1135,/asl_dataset/o/hand1_o_top_seg_2_cropped.jpeg,o,train
1888,/asl_dataset/e/hand1_e_top_seg_3_cropped.jpeg,e,train
1243,/asl_dataset/h/hand2_h_top_seg_4_cropped.jpeg,h,train
1136,/asl_dataset/o/hand2_o_top_seg_1_cropped.jpeg,o,train
633,/asl_dataset/z/hand2_z_dif_seg_1_cropped.jpeg,z,train
1112,/asl_dataset/f/hand1_f_bot_seg_1_cropped.jpeg,f,train
188,/asl_dataset/9/hand1_9_dif_seg_4_cropped.jpeg,9,train
2263,/asl_dataset/y/hand2_y_bot_seg_3_cropped.jpeg,y,train
1434,/asl_dataset/c/hand2_c_right_seg_5_cropped.jpeg,c,train
1461,/asl_dataset/c/hand1_c_dif_seg_5_cropped.jpeg,c,train
1036,/asl_dataset/a/hand1_a_top_seg_1_cropped.jpeg,a,train
746,/asl_dataset/1/hand5_1_bot_seg_1_cropped.jpeg,1,train
34,/asl_dataset/r/hand1_r_left_seg_4_cropped.jpeg,r,train
945,/asl_dataset/s/hand3_s_dif_seg_3_cropped.jpeg,s,train
474,/asl_dataset/n/hand2_n_top_seg_4_cropped.jpeg,n,train
1312,/asl_dataset/m/hand5_m_dif_seg_5_cropped.jpeg,m,train
648,/asl_dataset/z/hand1_z_dif_seg_5_cropped.jpeg,z,train
1518,/asl_dataset/d/hand1_d_dif_seg_4_cropped.jpeg,d,train
296,/asl_dataset/7/hand1_7_top_seg_5_cropped.jpeg,7,train
217,/asl_dataset/0/hand5_0_bot_seg_2_cropped.jpeg,0,train
73,/asl_dataset/u/hand5_u_dif_seg_5_cropped.jpeg,u,train
332,/asl_dataset/7/hand2_7_top_seg_3_cropped.jpeg,7,train
1536,/asl_dataset/v/hand2_v_bot_seg_5_cropped.jpeg,v,train
1999,/asl_dataset/b/hand2_b_bot_seg_3_cropped.jpeg,b,train
1982,/asl_dataset/b/hand3_b_dif_seg_5_cropped.jpeg,b,train
2229,/asl_dataset/2/hand5_2_dif_seg_4_cropped.jpeg,2,train
187,/asl_dataset/9/hand4_9_bot_seg_1_cropped.jpeg,9,train
1448,/asl_dataset/c/hand2_c_top_seg_3_cropped.jpeg,c,train
1670,/asl_dataset/q/hand1_q_right_seg_4_cropped.jpeg,q,train
1741,/asl_dataset/4/hand5_4_bot_seg_1_cropped.jpeg,4,train
614,/asl_dataset/6/hand2_6_top_seg_4_cropped.jpeg,6,train
1729,/asl_dataset/4/hand5_4_dif_seg_5_cropped.jpeg,4,train
709,/asl_dataset/1/hand1_1_left_seg_3_cropped.jpeg,1,train
230,/asl_dataset/0/hand2_0_dif_seg_2_cropped.jpeg,0,train
1172,/asl_dataset/o/hand2_o_right_seg_4_cropped.jpeg,o,train
1337,/asl_dataset/j/hand3_j_dif_seg_4_cropped.jpeg,j,train
2127,/asl_dataset/l/hand4_l_bot_seg_3_cropped.jpeg,l,train
1592,/asl_dataset/v/hand2_v_bot_seg_1_cropped.jpeg,v,train
1440,/asl_dataset/c/hand2_c_right_seg_3_cropped.jpeg,c,train
413,/asl_dataset/i/hand1_i_right_seg_2_cropped.jpeg,i,train
897,/asl_dataset/t/hand5_t_bot_seg_2_cropped.jpeg,t,train
1474,/asl_dataset/d/hand4_d_bot_seg_4_cropped.jpeg,d,train
1626,/asl_dataset/q/hand2_q_left_seg_4_cropped.jpeg,q,train
2489,/asl_dataset/w/hand2_w_left_seg_3_cropped.jpeg,w,train
1635,/asl_dataset/q/hand2_q_right_seg_5_cropped.jpeg,q,train
1389,/asl_dataset/j/hand2_j_bot_seg_2_cropped.jpeg,j,train
1170,/asl_dataset/o/hand1_o_dif_seg_3_cropped.jpeg,o,train
